Order ID,Order Date,Customer ID,Country,Region,Category,Sub-Category,Sales,Quantity,Profit,lat,lon
ORD-01127,2025-03-30,CUS-0303,Brazil,LATAM,Home & Furniture,Storage,469.6,5,117.53,-14.24,-51.93
ORD-01128,2024-03-13,CUS-0018,France,Europe,Electronics,Phone,2162.34,3,662.43,46.23,2.21
ORD-01129,2024-06-14,CUS-0355,Japan,APAC,Home & Furniture,Table,700.53,3,179.68,36.2,138.25
ORD-01130,2025-11-21,CUS-0376,Vietnam,APAC,Electronics,Phone,2093.55,3,-132.78,14.06,108.28
ORD-01131,2024-02-17,CUS-0279,Japan,APAC,Electronics,Laptop,1164.68,4,140.66,36.2,138.25
ORD-01132,2023-12-27,CUS-0172,Nigeria,Africa,Fashion,Shirt,122.04,3,-5.4,9.08,8.68
ORD-01133,2024-11-08,CUS-0311,United States,North America,Electronics,Phone,2858.1,5,590.28,37.09,-95.71
ORD-01134,2024-10-23,CUS-0172,Nigeria,Africa,Home & Furniture,Lamp,411.54,3,-3.53,9.08,8.68
ORD-01135,2024-08-22,CUS-0304,United Kingdom,Europe,Home & Furniture,Table,464.2,5,135.5,55.38,-3.44
ORD-01136,2025-03-20,CUS-0049,Japan,APAC,Home & Furniture,Storage,1508.5,5,112.57,36.2,138.25
ORD-01137,2023-07-29,CUS-0368,Canada,North America,Electronics,Camera,1218.28,4,81.05,56.13,-106.35
ORD-01138,2023-02-19,CUS-0361,Canada,North America,Fashion,Bag,324.76,4,15.64,56.13,-106.35
ORD-01139,2024-04-03,CUS-0138,Germany,Europe,Fashion,Shirt,321.36,4,94.8,51.17,10.45
ORD-01140,2024-01-24,CUS-0240,Singapore,APAC,Fashion,Shirt,108.58,2,11.01,1.35,103.82
ORD-01141,2024-02-22,CUS-0325,France,Europe,Fashion,Shirt,352.1,5,32.78,46.23,2.21
ORD-01142,2024-10-10,CUS-0259,Vietnam,APAC,Electronics,Phone,759.44,2,104.73,14.06,108.28
ORD-01143,2025-07-18,CUS-0377,United States,North America,Electronics,Headphone,841.36,2,236.78,37.09,-95.71
ORD-01144,2023-11-06,CUS-0137,Vietnam,APAC,Electronics,Headphone,2815.6,5,952.82,14.06,108.28
ORD-01145,2023-07-21,CUS-0203,United Kingdom,Europe,Home & Furniture,Lamp,133.09,1,6.97,55.38,-3.44
ORD-01146,2023-06-01,CUS-0385,South Africa,Africa,Fashion,Bag,135.27,3,14.07,-30.56,22.94
ORD-01147,2023-12-29,CUS-0387,Nigeria,Africa,Home & Furniture,Storage,269.16,2,61.09,9.08,8.68
ORD-01148,2025-08-12,CUS-0302,South Africa,Africa,Groceries,Beverage,17.2,1,-0.25,-30.56,22.94
ORD-01149,2023-04-23,CUS-0369,France,Europe,Home & Furniture,Lamp,94.11,3,10.78,46.23,2.21
ORD-01150,2024-04-06,CUS-0151,Japan,APAC,Fashion,Accessories,95.3,2,-0.89,36.2,138.25
ORD-01151,2023-08-23,CUS-0092,South Africa,Africa,Groceries,Snacks,140.15,5,6.46,-30.56,22.94
ORD-01152,2024-09-13,CUS-0035,United Kingdom,Europe,Home & Furniture,Chair,58.46,1,-2.88,55.38,-3.44
ORD-01153,2025-07-13,CUS-0307,Vietnam,APAC,Groceries,Dairy,87.64,4,1.79,14.06,108.28
ORD-01154,2025-02-09,CUS-0263,India,APAC,Home & Furniture,Chair,638.7,5,107.13,20.59,78.96
ORD-01155,2023-08-12,CUS-0103,South Africa,Africa,Fashion,Shoes,216.4,2,0.97,-30.56,22.94
ORD-01156,2024-09-25,CUS-0225,Vietnam,APAC,Groceries,Beverage,35.64,2,8.86,14.06,108.28
ORD-01157,2023-05-02,CUS-0131,South Africa,Africa,Electronics,Phone,449.07,3,-1.41,-30.56,22.94
ORD-01158,2024-07-16,CUS-0284,Germany,Europe,Groceries,Beverage,29.0,5,5.09,51.17,10.45
ORD-01159,2024-09-20,CUS-0272,Canada,North America,Fashion,Shoes,79.16,1,15.75,56.13,-106.35
ORD-01160,2024-07-19,CUS-0077,Singapore,APAC,Fashion,Bag,594.7,5,-40.02,1.35,103.82
ORD-01161,2024-04-10,CUS-0275,India,APAC,Electronics,Phone,1968.8,5,-81.3,20.59,78.96
ORD-01162,2024-04-17,CUS-0156,Germany,Europe,Electronics,Camera,791.68,2,-77.4,51.17,10.45
ORD-01163,2023-09-26,CUS-0001,Germany,Europe,Home & Furniture,Chair,73.79,1,8.74,51.17,10.45
ORD-01164,2023-05-25,CUS-0392,United Kingdom,Europe,Fashion,Shirt,145.41,3,48.84,55.38,-3.44
ORD-01165,2024-03-29,CUS-0334,Japan,APAC,Home & Furniture,Table,173.51,1,-9.19,36.2,138.25
ORD-01166,2023-01-08,CUS-0385,South Africa,Africa,Groceries,Dairy,34.0,4,4.76,-30.56,22.94
ORD-01167,2023-10-16,CUS-0217,South Africa,Africa,Fashion,Shirt,65.45,1,-1.58,-30.56,22.94
ORD-01168,2024-09-19,CUS-0303,Brazil,LATAM,Home & Furniture,Chair,265.26,3,-0.74,-14.24,-51.93
ORD-01169,2023-10-18,CUS-0036,Vietnam,APAC,Fashion,Shoes,272.75,5,94.04,14.06,108.28
ORD-01170,2025-02-28,CUS-0234,Vietnam,APAC,Home & Furniture,Lamp,1321.1,5,429.23,14.06,108.28
ORD-01171,2023-09-23,CUS-0304,United Kingdom,Europe,Home & Furniture,Lamp,517.1,2,91.28,55.38,-3.44
ORD-01172,2024-01-22,CUS-0106,United Kingdom,Europe,Groceries,Beverage,10.0,2,-0.96,55.38,-3.44
ORD-01173,2023-04-28,CUS-0082,Canada,North America,Electronics,Camera,832.98,2,-49.03,56.13,-106.35
ORD-01174,2023-05-19,CUS-0353,France,Europe,Groceries,Fresh Produce,6.75,1,0.39,46.23,2.21
ORD-01175,2025-07-14,CUS-0211,Mexico,LATAM,Electronics,Phone,377.28,1,17.82,23.63,-102.55
ORD-01176,2025-02-01,CUS-0199,Vietnam,APAC,Groceries,Dairy,43.47,3,2.25,14.06,108.28
ORD-01177,2025-02-22,CUS-0127,Brazil,LATAM,Electronics,Camera,414.36,1,98.58,-14.24,-51.93
ORD-01178,2024-04-05,CUS-0190,South Africa,Africa,Fashion,Bag,65.3,1,-6.07,-30.56,22.94
ORD-01179,2025-01-08,CUS-0321,France,Europe,Fashion,Accessories,88.86,1,-8.74,46.23,2.21
ORD-01180,2025-08-10,CUS-0270,South Africa,Africa,Home & Furniture,Storage,787.56,4,-12.53,-30.56,22.94
ORD-01181,2023-05-04,CUS-0042,Japan,APAC,Electronics,Headphone,3141.6,5,458.45,36.2,138.25
ORD-01182,2024-03-25,CUS-0349,Vietnam,APAC,Electronics,Phone,339.96,1,45.19,14.06,108.28
ORD-01183,2024-04-07,CUS-0126,United States,North America,Groceries,Dairy,44.65,5,12.27,37.09,-95.71
ORD-01184,2025-01-21,CUS-0378,South Africa,Africa,Fashion,Bag,343.25,5,73.02,-30.56,22.94
ORD-01185,2024-07-13,CUS-0178,Mexico,LATAM,Fashion,Shoes,86.88,2,25.37,23.63,-102.55
ORD-01186,2023-04-30,CUS-0093,United Kingdom,Europe,Groceries,Fresh Produce,40.44,4,9.73,55.38,-3.44
ORD-01187,2024-01-01,CUS-0087,Singapore,APAC,Electronics,Laptop,624.9,2,46.61,1.35,103.82
ORD-01188,2025-05-16,CUS-0080,Brazil,LATAM,Home & Furniture,Storage,629.6,5,161.69,-14.24,-51.93
ORD-01189,2023-10-23,CUS-0243,Germany,Europe,Fashion,Accessories,348.64,4,77.78,51.17,10.45
ORD-01190,2025-04-26,CUS-0204,India,APAC,Fashion,Shirt,296.45,5,-18.96,20.59,78.96
ORD-01191,2025-01-18,CUS-0280,Brazil,LATAM,Groceries,Beverage,99.85,5,27.86,-14.24,-51.93
ORD-01192,2023-10-07,CUS-0339,Singapore,APAC,Groceries,Snacks,24.3,3,1.0,1.35,103.82
ORD-01193,2024-12-09,CUS-0333,India,APAC,Fashion,Shirt,345.24,4,-0.7,20.59,78.96
ORD-01194,2024-07-01,CUS-0350,United States,North America,Home & Furniture,Chair,140.88,4,-5.56,37.09,-95.71
ORD-01195,2024-11-27,CUS-0115,South Africa,Africa,Groceries,Snacks,7.0,1,2.14,-30.56,22.94
ORD-01196,2024-12-04,CUS-0156,Germany,Europe,Home & Furniture,Storage,397.5,3,105.39,51.17,10.45
ORD-01197,2024-02-20,CUS-0072,Vietnam,APAC,Groceries,Dairy,63.92,4,19.69,14.06,108.28
ORD-01198,2023-12-28,CUS-0243,Germany,Europe,Fashion,Shirt,137.14,2,24.89,51.17,10.45
ORD-01199,2023-10-14,CUS-0082,Canada,North America,Electronics,Headphone,20.0,4,-0.86,56.13,-106.35
ORD-01200,2023-10-06,CUS-0009,Brazil,LATAM,Fashion,Bag,72.98,1,15.89,-14.24,-51.93
ORD-01201,2025-01-24,CUS-0369,France,Europe,Electronics,Camera,298.81,1,34.53,46.23,2.21
ORD-01202,2024-06-17,CUS-0069,Nigeria,Africa,Electronics,Phone,1593.48,4,-41.13,9.08,8.68
ORD-01203,2023-07-22,CUS-0223,India,APAC,Electronics,Phone,1049.58,2,-8.57,20.59,78.96
ORD-01204,2023-10-18,CUS-0320,India,APAC,Fashion,Shoes,119.07,3,33.37,20.59,78.96
ORD-01205,2024-06-15,CUS-0089,India,APAC,Electronics,Headphone,1154.6,4,-59.61,20.59,78.96
ORD-01206,2023-09-08,CUS-0043,South Africa,Africa,Electronics,Phone,1055.52,4,237.01,-30.56,22.94
ORD-01207,2024-02-12,CUS-0248,Singapore,APAC,Home & Furniture,Storage,625.92,4,175.71,1.35,103.82
ORD-01208,2024-07-04,CUS-0123,Japan,APAC,Home & Furniture,Lamp,59.96,1,12.77,36.2,138.25
ORD-01209,2024-03-05,CUS-0228,South Africa,Africa,Electronics,Headphone,1076.82,2,-9.79,-30.56,22.94
ORD-01210,2023-05-26,CUS-0043,South Africa,Africa,Home & Furniture,Lamp,240.58,2,23.21,-30.56,22.94
ORD-01211,2023-03-18,CUS-0221,France,Europe,Home & Furniture,Table,531.15,3,-24.23,46.23,2.21
ORD-01212,2023-05-28,CUS-0145,Canada,North America,Fashion,Shoes,101.1,3,32.24,56.13,-106.35
ORD-01213,2024-05-15,CUS-0371,Mexico,LATAM,Home & Furniture,Lamp,68.12,1,9.9,23.63,-102.55
ORD-01214,2023-05-04,CUS-0350,United States,North America,Fashion,Accessories,132.84,4,34.65,37.09,-95.71
ORD-01215,2023-11-23,CUS-0325,France,Europe,Electronics,Camera,2287.15,5,330.05,46.23,2.21
ORD-01216,2024-01-06,CUS-0224,Vietnam,APAC,Fashion,Accessories,64.22,1,11.24,14.06,108.28
ORD-01217,2024-09-04,CUS-0285,India,APAC,Home & Furniture,Table,617.7,5,-23.92,20.59,78.96
ORD-01218,2024-11-23,CUS-0196,South Africa,Africa,Electronics,Phone,1148.42,2,36.43,-30.56,22.94
ORD-01219,2023-10-11,CUS-0049,Japan,APAC,Home & Furniture,Chair,119.92,2,18.16,36.2,138.25
ORD-01220,2023-12-06,CUS-0017,France,Europe,Electronics,Laptop,1408.23,3,237.28,46.23,2.21
ORD-01221,2023-06-08,CUS-0104,South Africa,Africa,Electronics,Laptop,1185.15,3,102.34,-30.56,22.94
ORD-01222,2024-12-23,CUS-0224,Vietnam,APAC,Groceries,Dairy,32.0,2,8.22,14.06,108.28
ORD-01223,2023-10-27,CUS-0196,South Africa,Africa,Groceries,Beverage,37.52,2,12.45,-30.56,22.94
ORD-01224,2023-05-21,CUS-0060,United Kingdom,Europe,Home & Furniture,Table,475.48,2,67.48,55.38,-3.44
ORD-01225,2023-06-17,CUS-0030,South Africa,Africa,Electronics,Headphone,1441.23,3,279.83,-30.56,22.94
ORD-01226,2024-04-01,CUS-0146,Mexico,LATAM,Home & Furniture,Chair,900.35,5,205.69,23.63,-102.55
ORD-01227,2023-03-07,CUS-0021,United States,North America,Groceries,Fresh Produce,14.53,1,4.48,37.09,-95.71
ORD-01228,2025-06-16,CUS-0143,South Africa,Africa,Home & Furniture,Table,150.29,1,-9.35,-30.56,22.94
ORD-01229,2024-02-14,CUS-0202,Mexico,LATAM,Electronics,Headphone,1146.93,3,-59.51,23.63,-102.55
ORD-01230,2024-07-11,CUS-0178,Mexico,LATAM,Electronics,Camera,397.28,2,111.84,23.63,-102.55
ORD-01231,2023-10-27,CUS-0300,Japan,APAC,Groceries,Snacks,10.0,2,2.44,36.2,138.25
ORD-01232,2024-12-13,CUS-0346,India,APAC,Groceries,Fresh Produce,79.35,5,7.29,20.59,78.96
ORD-01233,2024-11-27,CUS-0062,United States,North America,Groceries,Dairy,91.6,4,4.79,37.09,-95.71
ORD-01234,2025-03-25,CUS-0320,India,APAC,Fashion,Shoes,64.12,1,13.02,20.59,78.96
ORD-01235,2024-06-22,CUS-0377,United States,North America,Electronics,Laptop,2328.5,5,93.96,37.09,-95.71
ORD-01236,2023-08-29,CUS-0241,South Africa,Africa,Groceries,Fresh Produce,54.27,3,18.29,-30.56,22.94
ORD-01237,2024-06-02,CUS-0111,Germany,Europe,Electronics,Phone,768.08,2,-17.45,51.17,10.45
ORD-01238,2023-01-06,CUS-0215,Japan,APAC,Home & Furniture,Lamp,537.08,4,-47.75,36.2,138.25
ORD-01239,2025-01-11,CUS-0202,Mexico,LATAM,Home & Furniture,Lamp,238.34,2,70.21,23.63,-102.55
ORD-01240,2023-11-30,CUS-0331,Canada,North America,Electronics,Laptop,2050.12,4,679.72,56.13,-106.35
ORD-01241,2024-02-26,CUS-0121,France,Europe,Home & Furniture,Lamp,212.82,3,-17.45,46.23,2.21
ORD-01242,2023-08-16,CUS-0064,India,APAC,Home & Furniture,Table,201.52,1,-16.31,20.59,78.96
ORD-01243,2024-02-28,CUS-0355,Japan,APAC,Fashion,Shirt,105.3,1,16.03,36.2,138.25
ORD-01244,2023-05-23,CUS-0170,Germany,Europe,Fashion,Shoes,236.1,3,38.73,51.17,10.45
ORD-01245,2023-04-26,CUS-0367,Japan,APAC,Fashion,Bag,233.46,3,16.74,36.2,138.25
ORD-01246,2025-07-19,CUS-0136,Singapore,APAC,Electronics,Phone,890.04,2,19.3,1.35,103.82
ORD-01247,2024-10-14,CUS-0195,Germany,Europe,Home & Furniture,Storage,162.0,1,3.8,51.17,10.45
ORD-01248,2023-07-08,CUS-0334,Japan,APAC,Home & Furniture,Storage,251.26,2,68.06,36.2,138.25
ORD-01249,2025-02-14,CUS-0207,Japan,APAC,Electronics,Camera,293.5,1,47.49,36.2,138.25
ORD-01250,2023-05-27,CUS-0269,United Kingdom,Europe,Fashion,Shirt,258.96,3,-18.16,55.38,-3.44
ORD-01251,2025-07-14,CUS-0329,France,Europe,Groceries,Snacks,25.58,2,2.18,46.23,2.21
ORD-01252,2023-03-26,CUS-0225,Vietnam,APAC,Home & Furniture,Storage,123.24,2,40.05,14.06,108.28
ORD-01253,2024-01-18,CUS-0377,United States,North America,Fashion,Bag,454.84,4,86.08,37.09,-95.71
ORD-01254,2024-08-02,CUS-0112,United Kingdom,Europe,Home & Furniture,Storage,129.1,2,-1.95,55.38,-3.44
ORD-01255,2024-09-16,CUS-0092,South Africa,Africa,Home & Furniture,Chair,304.68,3,27.01,-30.56,22.94
ORD-01256,2025-09-13,CUS-0077,Singapore,APAC,Electronics,Camera,489.0,5,137.95,1.35,103.82
ORD-01257,2023-11-28,CUS-0086,South Africa,Africa,Electronics,Headphone,590.93,1,166.93,-30.56,22.94
ORD-01258,2023-04-01,CUS-0244,United States,North America,Groceries,Beverage,22.82,1,2.86,37.09,-95.71
ORD-01259,2023-06-14,CUS-0359,Mexico,LATAM,Groceries,Dairy,34.72,2,-2.97,23.63,-102.55
ORD-01260,2024-09-30,CUS-0162,Nigeria,Africa,Groceries,Dairy,19.71,1,1.92,9.08,8.68
ORD-01261,2024-09-29,CUS-0275,India,APAC,Electronics,Camera,1415.13,3,288.54,20.59,78.96
ORD-01262,2024-06-29,CUS-0168,India,APAC,Fashion,Shirt,42.85,1,3.4,20.59,78.96
ORD-01263,2024-12-23,CUS-0261,France,Europe,Groceries,Fresh Produce,10.0,2,-0.05,46.23,2.21
ORD-01264,2023-07-01,CUS-0076,India,APAC,Groceries,Dairy,48.96,4,7.91,20.59,78.96
ORD-01265,2024-05-27,CUS-0259,Vietnam,APAC,Groceries,Fresh Produce,65.13,3,9.3,14.06,108.28
ORD-01266,2025-03-27,CUS-0124,Vietnam,APAC,Electronics,Laptop,2489.75,5,204.24,14.06,108.28
ORD-01267,2023-02-23,CUS-0243,Germany,Europe,Electronics,Laptop,1016.74,2,-59.19,51.17,10.45
ORD-01268,2024-09-09,CUS-0313,Mexico,LATAM,Electronics,Camera,940.42,2,102.43,23.63,-102.55
ORD-01269,2024-02-14,CUS-0318,Japan,APAC,Fashion,Shirt,58.57,1,17.54,36.2,138.25
ORD-01270,2023-11-11,CUS-0368,Canada,North America,Fashion,Shirt,195.3,3,2.05,56.13,-106.35
ORD-01271,2024-07-07,CUS-0099,France,Europe,Home & Furniture,Storage,247.82,2,9.36,46.23,2.21
ORD-01272,2024-02-01,CUS-0098,United States,North America,Groceries,Snacks,23.91,3,0.79,37.09,-95.71
ORD-01273,2024-06-17,CUS-0049,Japan,APAC,Fashion,Accessories,152.1,3,17.55,36.2,138.25
ORD-01274,2023-01-03,CUS-0028,United States,North America,Home & Furniture,Table,977.35,5,161.09,37.09,-95.71
ORD-01275,2023-05-28,CUS-0036,Vietnam,APAC,Home & Furniture,Lamp,344.98,2,-22.16,14.06,108.28
ORD-01276,2023-07-03,CUS-0251,Brazil,LATAM,Fashion,Shirt,139.78,2,9.04,-14.24,-51.93
ORD-01277,2023-01-06,CUS-0199,Vietnam,APAC,Home & Furniture,Storage,241.54,2,37.31,14.06,108.28
ORD-01278,2023-02-01,CUS-0098,United States,North America,Groceries,Snacks,30.48,3,6.58,37.09,-95.71
ORD-01279,2025-04-13,CUS-0169,United States,North America,Groceries,Snacks,61.0,5,15.06,37.09,-95.71
ORD-01280,2023-10-01,CUS-0236,Vietnam,APAC,Home & Furniture,Table,5.19,1,0.39,14.06,108.28
ORD-01281,2023-12-27,CUS-0370,Mexico,LATAM,Home & Furniture,Table,542.15,5,145.31,23.63,-102.55
ORD-01282,2023-05-22,CUS-0143,South Africa,Africa,Home & Furniture,Table,665.67,3,-32.96,-30.56,22.94
ORD-01283,2023-07-06,CUS-0148,Vietnam,APAC,Electronics,Camera,2342.12,4,654.74,14.06,108.28
ORD-01284,2024-10-12,CUS-0217,South Africa,Africa,Home & Furniture,Storage,10.0,2,0.93,-30.56,22.94
ORD-01285,2023-09-24,CUS-0067,Germany,Europe,Home & Furniture,Storage,149.07,1,42.52,51.17,10.45
ORD-01286,2025-09-19,CUS-0229,Germany,Europe,Home & Furniture,Lamp,368.16,3,0.62,51.17,10.45
ORD-01287,2025-04-13,CUS-0247,Japan,APAC,Electronics,Camera,441.24,2,125.57,36.2,138.25
ORD-01288,2025-01-21,CUS-0091,Germany,Europe,Electronics,Camera,607.74,2,205.54,51.17,10.45
ORD-01289,2025-04-01,CUS-0324,Vietnam,APAC,Groceries,Dairy,47.28,4,2.03,14.06,108.28
ORD-01290,2023-06-27,CUS-0318,Japan,APAC,Electronics,Phone,527.94,2,39.96,36.2,138.25
ORD-01291,2024-12-16,CUS-0277,Mexico,LATAM,Home & Furniture,Lamp,955.4,5,-39.1,23.63,-102.55
ORD-01292,2023-08-12,CUS-0385,South Africa,Africa,Groceries,Beverage,5.0,1,-0.38,-30.56,22.94
ORD-01293,2024-12-11,CUS-0160,Brazil,LATAM,Fashion,Shirt,55.82,1,0.11,-14.24,-51.93
ORD-01294,2024-04-10,CUS-0184,Nigeria,Africa,Fashion,Accessories,254.16,3,88.4,9.08,8.68
ORD-01295,2023-08-04,CUS-0358,South Africa,Africa,Fashion,Accessories,50.89,1,4.19,-30.56,22.94
ORD-01296,2024-01-30,CUS-0297,Singapore,APAC,Electronics,Camera,2440.76,4,150.6,1.35,103.82
ORD-01297,2023-01-20,CUS-0010,Japan,APAC,Groceries,Snacks,32.7,5,2.29,36.2,138.25
ORD-01298,2025-03-29,CUS-0387,Nigeria,Africa,Home & Furniture,Table,67.85,1,-2.48,9.08,8.68
ORD-01299,2023-02-03,CUS-0362,Germany,Europe,Fashion,Accessories,132.0,4,46.1,51.17,10.45
ORD-01300,2023-09-12,CUS-0182,Singapore,APAC,Electronics,Headphone,2551.0,5,290.92,1.35,103.82
ORD-01301,2024-05-14,CUS-0304,United Kingdom,Europe,Groceries,Fresh Produce,8.39,1,1.74,55.38,-3.44
ORD-01302,2024-07-04,CUS-0028,United States,North America,Fashion,Accessories,124.32,3,35.28,37.09,-95.71
ORD-01303,2023-12-01,CUS-0007,United States,North America,Electronics,Laptop,711.17,1,215.63,37.09,-95.71
ORD-01304,2025-06-20,CUS-0008,Germany,Europe,Electronics,Laptop,1412.88,2,395.11,51.17,10.45
ORD-01305,2025-01-28,CUS-0269,United Kingdom,Europe,Electronics,Laptop,407.02,1,41.45,55.38,-3.44
ORD-01306,2023-08-20,CUS-0113,France,Europe,Home & Furniture,Lamp,489.68,4,-32.89,46.23,2.21
ORD-01307,2025-06-05,CUS-0225,Vietnam,APAC,Groceries,Fresh Produce,61.05,3,-1.95,14.06,108.28
ORD-01308,2025-06-13,CUS-0372,Singapore,APAC,Home & Furniture,Chair,401.6,5,132.27,1.35,103.82
ORD-01309,2025-05-29,CUS-0165,Vietnam,APAC,Fashion,Shoes,98.64,3,-0.71,14.06,108.28
ORD-01310,2023-03-31,CUS-0170,Germany,Europe,Electronics,Laptop,1757.85,3,-113.47,51.17,10.45
ORD-01311,2023-02-28,CUS-0368,Canada,North America,Home & Furniture,Lamp,371.49,3,-6.4,56.13,-106.35
ORD-01312,2024-03-11,CUS-0167,Nigeria,Africa,Groceries,Snacks,37.82,2,9.29,9.08,8.68
ORD-01313,2023-08-11,CUS-0140,France,Europe,Electronics,Headphone,1052.16,3,366.13,46.23,2.21
ORD-01314,2024-08-20,CUS-0234,Vietnam,APAC,Fashion,Shoes,334.35,5,111.74,14.06,108.28
ORD-01315,2023-05-09,CUS-0374,Vietnam,APAC,Home & Furniture,Table,907.4,5,20.11,14.06,108.28
ORD-01316,2024-12-30,CUS-0043,South Africa,Africa,Home & Furniture,Table,827.68,4,99.12,-30.56,22.94
ORD-01317,2023-08-06,CUS-0237,Mexico,LATAM,Home & Furniture,Lamp,146.58,2,17.69,23.63,-102.55
ORD-01318,2024-02-27,CUS-0366,Nigeria,Africa,Groceries,Beverage,30.9,3,-1.31,9.08,8.68
ORD-01319,2024-11-15,CUS-0227,India,APAC,Groceries,Snacks,40.53,3,13.91,20.59,78.96
ORD-01320,2024-04-23,CUS-0213,United States,North America,Groceries,Fresh Produce,92.4,5,3.48,37.09,-95.71
ORD-01321,2023-02-06,CUS-0120,Vietnam,APAC,Groceries,Fresh Produce,75.0,5,18.91,14.06,108.28
ORD-01322,2025-06-12,CUS-0143,South Africa,Africa,Electronics,Phone,766.83,3,90.89,-30.56,22.94
ORD-01323,2024-04-14,CUS-0044,Germany,Europe,Home & Furniture,Storage,206.31,1,-1.63,51.17,10.45
ORD-01324,2024-07-21,CUS-0078,Canada,North America,Home & Furniture,Table,283.58,2,94.55,56.13,-106.35
ORD-01325,2024-04-08,CUS-0047,Japan,APAC,Electronics,Camera,1282.14,3,403.66,36.2,138.25
ORD-01326,2023-02-14,CUS-0256,Mexico,LATAM,Groceries,Dairy,61.48,4,3.11,23.63,-102.55
ORD-01327,2024-09-17,CUS-0213,United States,North America,Electronics,Camera,1404.8,5,-115.87,37.09,-95.71
ORD-01328,2025-06-25,CUS-0293,Mexico,LATAM,Fashion,Accessories,348.08,4,32.44,23.63,-102.55
ORD-01329,2025-02-14,CUS-0082,Canada,North America,Electronics,Headphone,2372.8,5,-153.88,56.13,-106.35
ORD-01330,2023-12-09,CUS-0050,Germany,Europe,Groceries,Dairy,18.33,1,6.21,51.17,10.45
ORD-01331,2023-01-29,CUS-0012,Mexico,LATAM,Fashion,Shirt,258.42,3,37.56,23.63,-102.55
ORD-01332,2023-06-05,CUS-0146,Mexico,LATAM,Electronics,Headphone,519.0,2,109.47,23.63,-102.55
ORD-01333,2024-01-02,CUS-0135,South Africa,Africa,Groceries,Fresh Produce,31.62,3,2.88,-30.56,22.94
ORD-01334,2023-09-10,CUS-0389,Canada,North America,Home & Furniture,Table,72.32,1,22.59,56.13,-106.35
ORD-01335,2023-10-26,CUS-0246,Vietnam,APAC,Groceries,Fresh Produce,16.3,1,2.58,14.06,108.28
ORD-01336,2024-08-12,CUS-0011,Germany,Europe,Groceries,Fresh Produce,22.85,1,2.48,51.17,10.45
ORD-01337,2025-05-16,CUS-0161,South Africa,Africa,Home & Furniture,Lamp,88.44,2,-8.24,-30.56,22.94
ORD-01338,2023-09-29,CUS-0097,Singapore,APAC,Electronics,Laptop,1058.35,5,155.48,1.35,103.82
ORD-01339,2025-04-24,CUS-0135,South Africa,Africa,Groceries,Beverage,29.6,2,9.91,-30.56,22.94
ORD-01340,2024-01-08,CUS-0125,Mexico,LATAM,Groceries,Dairy,80.3,5,-1.53,23.63,-102.55
ORD-01341,2024-02-03,CUS-0130,United Kingdom,Europe,Groceries,Snacks,42.56,2,6.53,55.38,-3.44
ORD-01342,2023-01-17,CUS-0065,South Africa,Africa,Fashion,Accessories,74.08,1,6.6,-30.56,22.94
ORD-01343,2024-03-10,CUS-0368,Canada,North America,Fashion,Accessories,131.3,2,28.19,56.13,-106.35
ORD-01344,2023-09-20,CUS-0240,Singapore,APAC,Home & Furniture,Storage,416.0,5,113.67,1.35,103.82
ORD-01345,2023-06-01,CUS-0028,United States,North America,Electronics,Camera,414.38,1,82.1,37.09,-95.71
ORD-01346,2024-04-13,CUS-0112,United Kingdom,Europe,Groceries,Snacks,14.81,1,1.99,55.38,-3.44
ORD-01347,2023-03-03,CUS-0206,United Kingdom,Europe,Home & Furniture,Chair,867.08,4,259.3,55.38,-3.44
ORD-01348,2024-12-16,CUS-0196,South Africa,Africa,Home & Furniture,Table,105.82,1,33.54,-30.56,22.94
ORD-01349,2025-05-18,CUS-0211,Mexico,LATAM,Electronics,Headphone,879.93,3,176.43,23.63,-102.55
ORD-01350,2023-10-28,CUS-0319,Japan,APAC,Groceries,Snacks,71.35,5,-3.07,36.2,138.25
ORD-01351,2023-03-10,CUS-0204,India,APAC,Fashion,Bag,78.39,1,27.28,20.59,78.96
ORD-01352,2024-03-31,CUS-0004,Mexico,LATAM,Groceries,Dairy,8.01,1,0.99,23.63,-102.55
ORD-01353,2024-01-09,CUS-0036,Vietnam,APAC,Groceries,Beverage,20.54,1,3.24,14.06,108.28
ORD-01354,2025-05-16,CUS-0278,India,APAC,Groceries,Fresh Produce,39.87,3,-1.53,20.59,78.96
ORD-01355,2024-02-28,CUS-0003,Nigeria,Africa,Groceries,Dairy,93.87,3,19.75,9.08,8.68
ORD-01356,2024-12-13,CUS-0113,France,Europe,Electronics,Laptop,305.73,1,103.69,46.23,2.21
ORD-01357,2025-05-13,CUS-0266,Canada,North America,Groceries,Dairy,51.48,4,-4.22,56.13,-106.35
ORD-01358,2024-06-10,CUS-0019,Japan,APAC,Home & Furniture,Lamp,556.88,4,149.08,36.2,138.25
ORD-01359,2025-01-01,CUS-0332,France,Europe,Fashion,Shoes,118.11,3,32.57,46.23,2.21
ORD-01360,2023-08-04,CUS-0077,Singapore,APAC,Groceries,Snacks,15.03,1,3.18,1.35,103.82
ORD-01361,2024-05-08,CUS-0398,Japan,APAC,Groceries,Fresh Produce,43.14,2,10.01,36.2,138.25
ORD-01362,2023-01-10,CUS-0251,Brazil,LATAM,Home & Furniture,Lamp,394.02,2,-7.03,-14.24,-51.93
